surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
Crawford,672,France,Male,43,5,0.0,1,0,0,63833.09,0
Cox,628,France,Male,69,5,0.0,2,1,1,181964.6,0
Moroney,735,France,Male,43,9,127806.91,1,1,1,73069.59,0
Nebechukwu,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0
Allan,719,France,Male,61,5,0.0,2,0,1,29132.43,0
Kenyon,850,Spain,Female,41,3,99945.93,2,1,0,71179.31,0
Tsui,628,Spain,Female,55,7,0.0,3,1,0,85890.75,1
Udobata,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0
Ellis,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1
Namatjira,607,France,Male,35,2,0.0,2,1,1,114190.3,0
Gardener,691,France,Female,29,9,116536.43,1,1,0,51987.99,0
Piccio,612,Spain,Male,33,5,69478.57,1,1,0,8973.67,1
Gether,727,Spain,Female,31,0,0.0,1,1,0,121751.04,1
Johnson,535,France,Female,29,5,0.0,2,0,1,52709.55,0
Brookes,775,France,Female,30,10,191091.74,2,1,1,96170.38,0
White,474,France,Male,54,3,0.0,1,1,0,108409.17,1
Mitchell,667,France,Male,36,8,139753.35,1,1,0,79871.16,0
Sims,794,France,Male,33,0,0.0,2,0,0,178122.71,0
Achebe,651,Germany,Female,41,4,133432.59,1,0,1,151303.48,0
Wei,543,France,Male,36,6,0.0,2,1,0,176728.28,0
Ho,796,France,Male,30,2,137262.71,2,1,0,62905.29,0
Gregory,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0
Alexeeva,566,France,Female,42,6,0.0,1,1,0,180702.12,1
Lombardo,552,Germany,Male,38,10,132271.12,2,1,1,46562.02,0
Bolton,718,France,Male,52,8,79475.3,3,1,1,32421.32,1
Obialo,748,France,Male,44,2,92911.52,1,0,1,85495.24,0
Bradshaw,586,Spain,Female,33,7,0.0,2,1,1,168261.4,0
Sun,646,Spain,Female,50,5,142644.64,2,1,1,142208.5,1
Curnow,801,France,Male,38,5,0.0,2,1,0,66256.27,0
Davis,684,Germany,Male,59,9,122471.09,1,0,1,15807.07,0
Hannam,649,Germany,Male,40,4,95001.33,1,0,1,123202.99,0
Scott,740,France,Female,30,8,105209.54,1,1,0,1852.58,0
Ejimofor,637,France,Male,32,5,0.0,1,0,0,148769.08,0
Chigolum,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1
Iweobiegbunam,684,Germany,Female,46,3,102955.14,2,1,0,154137.33,0
Barese,739,France,Female,30,6,0.0,1,0,0,122604.44,0
Marcelo,722,Germany,Female,32,5,106807.64,1,1,1,76998.69,0
Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0
Hartley,677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0
Heath,631,Germany,Female,29,2,96863.52,2,1,1,31613.35,0
Winifred,627,France,Male,44,6,153548.12,1,0,0,35300.08,1
Daly,457,Spain,Female,38,6,0.0,2,1,0,173219.09,0
Gardiner,642,France,Male,48,9,118317.27,4,0,0,78702.98,1
Williams,621,France,Male,31,7,136658.61,1,1,1,148689.13,0
Tretyakova,594,France,Male,61,3,62391.22,1,1,1,192434.11,0
Cheng,584,France,Male,38,1,115341.55,1,0,1,173632.92,0
Tang,666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0
Plant,765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0
Miranda,727,Germany,Male,21,8,153344.72,1,1,1,163295.87,0
Wilson,497,France,Female,29,4,85646.81,1,0,0,63233.02,1
Kao,645,Germany,Male,28,7,117466.03,2,1,1,34490.06,0
McDonald,529,France,Male,32,9,147493.89,1,1,0,33656.35,0
Hs?eh,618,France,Male,39,2,91068.56,1,1,0,26578.69,0
Shih,592,France,Male,27,3,0.0,2,1,1,19645.65,0
Arrington,778,France,Male,34,5,139064.06,2,0,0,67949.32,0
Goering,644,France,Male,44,5,73348.56,1,1,0,157166.79,1
Sagese,453,France,Male,29,6,0.0,1,0,0,198376.02,1
Alexander,577,Spain,Male,41,4,89015.61,1,0,1,135227.23,0
Morley,642,Germany,Female,36,2,124495.98,3,1,1,57904.22,1
Pavlova,719,Spain,Female,47,9,116393.59,1,1,0,63051.32,1
Dubinina,669,France,Male,25,1,157848.53,1,0,0,37543.93,1
Grant,620,France,Male,61,5,0.0,1,0,0,31641.52,1
Ricci,629,Spain,Male,34,8,0.0,2,1,1,180595.02,0
Dillon,749,Germany,Male,46,10,78136.36,2,1,1,73470.98,0
Hsueh,579,France,Male,39,5,0.0,2,0,1,39891.84,0
Chifo,731,Spain,Female,39,2,0.0,2,1,0,136737.13,0
Burns,727,Germany,Male,40,1,93051.64,2,1,0,71865.31,1
Zhirov,637,Spain,Female,40,6,0.0,2,1,1,181610.6,0
Jones,666,France,Female,31,2,79589.43,1,0,0,4050.57,0
Uspensky,675,France,Female,38,6,68065.8,1,0,0,138777.0,1
Hay,622,France,Female,39,9,83456.79,2,0,0,38882.34,0
Gardner,797,France,Male,24,5,0.0,2,1,0,182257.61,0
Booth,583,France,Male,27,7,0.0,2,1,0,51285.49,0
Jowers,655,France,Female,47,10,0.0,2,1,0,167778.62,0
Azikiwe,637,France,Female,33,7,103377.81,1,1,0,84419.78,0
Chin,543,France,Male,64,4,0.0,2,1,1,148305.82,0
Cameron,633,France,Female,33,3,0.0,2,1,0,191111.02,0
Tuan,690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0
McDonald,551,France,Female,38,10,0.0,2,1,1,216.27,0
Fisher,540,France,Male,48,0,148116.48,1,0,0,116973.48,0
Mackay,776,Germany,Female,37,1,93124.04,2,1,1,196079.32,0
Lorenzo,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1
Shao,603,Spain,Male,30,6,129548.5,2,1,1,19282.85,0
Sidorova,713,France,Male,36,8,133889.35,1,1,1,143265.65,0
De Luca,556,France,Male,35,10,0.0,2,1,1,192751.18,0
Cameron,613,Germany,Female,51,7,147262.11,1,1,1,53630.9,1
Hughes,808,Germany,Male,39,3,124216.93,1,0,1,171442.36,0
Ives,655,France,Male,28,10,0.0,2,0,1,126565.21,0
Hughes-Jones,496,France,Female,41,1,176024.05,2,1,0,182337.98,0
Williams,731,France,Male,29,10,0.0,2,1,1,162452.65,0
Zetticci,698,France,Female,37,2,166178.02,2,1,1,71972.95,0
Barker,627,France,Female,21,7,98993.02,1,1,1,169156.64,0
Teng,743,France,Male,30,7,77599.23,1,0,0,144407.1,0
Padovano,683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0
Chang,514,France,Male,32,8,0.0,2,1,0,95857.18,0
Fang,487,France,Male,45,2,0.0,2,1,0,77475.73,0
Patterson,751,France,Male,30,3,165257.2,1,0,0,134822.05,0
Taylor,498,Germany,Male,45,7,109200.74,2,0,1,165990.44,0
Marshall,731,France,Female,36,6,0.0,1,0,0,152128.36,0
Wang,678,Spain,Male,27,2,0.0,2,1,1,13221.25,0
Krawczyk,812,Spain,Female,49,8,66079.45,2,0,0,91556.57,1
Alaniz,617,Spain,Male,42,0,70105.87,1,1,1,120830.73,0
Uvarova,763,France,Female,35,7,115651.6,2,1,1,104706.29,0
Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0
Norton,471,Spain,Male,26,8,0.0,2,1,1,179655.87,0
Kuo,753,Germany,Female,38,9,151766.71,1,1,1,180829.99,0
Doherty,575,Spain,Male,41,2,100062.39,1,0,0,126307.25,0
Nnamutaezinwa,748,Spain,Male,35,5,105492.53,1,1,1,150057.2,0
Moran,666,France,Male,36,4,120165.4,2,1,0,33701.5,0
McKay,850,Spain,Female,39,10,0.0,2,1,1,143030.09,0
Furneaux,574,France,Female,39,5,119013.86,1,1,0,103421.91,0
Ni,559,Spain,Male,25,5,0.0,2,1,1,163221.22,0
Stone,530,France,Female,34,8,0.0,2,0,1,141872.52,0
Barton,578,France,Male,39,2,0.0,2,1,0,70563.9,0
Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1
Badgery,731,France,Male,30,7,0.0,2,1,1,184581.68,0
Hysell,676,Spain,Female,30,5,0.0,2,0,1,157888.5,0
Palerma,742,Germany,Female,43,6,97067.69,1,0,1,60920.03,1
Lin,350,France,Female,60,3,0.0,1,0,0,113796.15,1
Muravyova,706,Germany,Male,23,2,93301.97,2,0,1,127187.04,0
Yeh,594,France,Female,30,10,0.0,2,1,1,124071.71,0
Feng,529,France,Male,28,9,0.0,2,1,1,52545.24,0
Hyde,668,France,Female,37,7,128645.67,1,1,0,92149.64,0
Bunton,587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0
Foster,699,France,Female,40,8,122038.34,1,1,0,102085.35,0
Lucas,782,France,Female,70,7,97072.42,1,0,1,131177.22,0
Tien,710,Germany,Male,34,8,147833.3,2,0,1,1561.58,0
Ts'ui,571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0
Farmer,562,France,Male,35,7,0.0,1,0,0,48869.67,0
K?,769,Germany,Male,60,9,148846.39,1,1,0,192831.67,1
Hill,633,France,Male,35,3,0.0,2,1,1,36249.76,0
Moss,850,France,Male,37,4,126872.6,1,1,0,197266.58,0
Macleod,588,Germany,Male,41,2,131341.46,2,0,1,7034.94,0
Sparks,710,France,Female,36,4,116085.06,1,1,0,58601.61,0
Trevisani,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0
Hsia,633,France,Male,29,7,0.0,1,1,1,130224.73,0
K?,598,Spain,Male,44,8,0.0,2,1,0,148487.9,0
Monaldo,730,Germany,Female,37,5,124053.03,1,1,0,118591.67,0
Ch'iu,607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0
Chambers,511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0
Johnson,775,France,Male,28,9,111167.7,1,1,0,149331.01,0
Hsing,735,France,Male,31,3,119558.35,1,0,0,72927.68,0
Beneventi,745,Germany,Male,36,8,145071.24,1,0,0,6078.46,0
Pugh,793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0
Sternberg,802,Germany,Female,41,4,90757.64,2,0,1,169183.66,0
Pinto,695,Germany,Male,52,8,103023.26,1,1,1,22485.64,0
Hsiung,488,France,Female,31,8,97588.6,1,0,0,124210.53,0
Yao,663,Spain,Male,35,5,0.0,2,1,1,62634.94,0
Smalley,470,Spain,Male,34,9,0.0,2,0,1,89013.67,0
Docherty,632,Germany,Male,42,6,59972.26,2,0,1,148172.94,0
Ndubueze,598,France,Female,40,2,171178.25,1,1,0,137980.58,1
Alekseyeva,529,France,Male,22,5,0.0,1,1,0,151169.83,0
Donaldson,633,France,Male,59,5,0.0,1,1,1,137273.97,0
Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0
Jideofor,696,Spain,Female,51,5,0.0,2,1,0,55022.43,0
P'an,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0
Sutherland,586,France,Female,35,7,164769.02,3,1,0,119814.25,1
Dominguez,703,France,Male,43,8,0.0,2,1,0,9704.66,0
Blackburn,659,France,Male,67,4,145981.87,1,1,1,131043.2,0
Ekwueme,652,Spain,Female,42,3,83492.07,2,1,0,37914.12,0
Cunningham,608,France,Female,30,8,85859.76,1,0,0,142730.27,0
Carpenter,667,France,Male,27,7,156811.74,1,1,1,149402.59,0
Simmons,711,Germany,Female,53,5,123805.03,1,1,0,102428.51,0
Wei,541,France,Male,46,4,124547.13,2,1,0,94499.06,0
Tsui,794,Spain,Female,37,9,0.0,2,1,0,68008.85,0
Kazakova,683,France,Male,39,4,0.0,2,1,0,171716.81,0
Swift,741,France,Male,32,8,0.0,2,1,0,143598.7,0
Hsueh,712,Spain,Female,39,5,163097.55,2,1,1,23702.42,0
Bradshaw,518,Germany,Male,29,9,125961.74,2,1,0,160303.08,1
Henderson,732,France,Male,36,7,126195.81,1,1,1,133172.48,0
Huang,674,France,Female,28,3,0.0,1,1,0,51536.99,0
Obialo,439,Spain,Female,32,3,138901.61,1,1,0,75685.97,0
Otitodilichukwu,618,France,Male,56,7,0.0,1,1,1,142400.27,1
Sherrod,675,France,Male,34,8,0.0,2,1,1,184842.21,0
Stevenson,785,France,Female,38,1,0.0,1,1,0,134964.85,1
Brown,724,France,Female,40,6,110054.45,1,1,1,86950.72,0
Henry,608,Germany,Female,40,8,121729.42,1,0,0,61164.45,0
Medvedeva,588,Spain,Female,35,7,0.0,2,1,1,108739.15,0
Fallaci,557,Spain,Male,36,1,113110.26,1,1,0,98413.1,0
Chu,690,France,Male,33,5,0.0,2,1,0,138017.68,0
Chijioke,585,France,Female,34,1,0.0,1,1,1,75503.6,0
Sal,576,France,Male,41,1,0.0,1,1,1,188274.6,0
Davidson,600,France,Female,28,6,0.0,2,0,1,52193.23,0
Genovesi,577,Germany,Female,43,3,127940.47,1,0,0,125140.72,1
Watts,581,France,Female,24,3,95508.2,1,1,1,45755.0,0
K'ung,575,France,Male,40,5,0.0,2,1,1,122488.59,0
Tuan,482,France,Female,35,5,147813.05,2,0,0,109029.72,0
Bowen,738,Spain,Male,44,2,0.0,2,1,0,43018.82,1
Reid,711,France,Male,34,8,0.0,2,0,0,48260.19,0
Bevan,791,France,Male,37,2,163789.49,2,1,0,75832.53,0
Padovesi,720,France,Female,37,2,120328.88,2,1,1,138470.21,0
Tu,543,France,Female,67,0,128843.67,1,1,1,134612.48,0
Riggs,613,Germany,Male,38,9,67111.65,1,1,0,78566.64,1
Archer,692,Spain,Male,28,9,118945.09,1,0,0,16064.25,1
Ginikanwa,747,France,Male,43,1,130788.71,1,0,1,101495.0,1
Russo,552,France,Male,29,10,0.0,2,1,0,12186.83,0
Hsiung,841,Germany,Male,32,2,117070.21,1,1,0,113482.2,0
Angelo,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1
Bonwick,602,Germany,Female,43,2,113641.49,4,1,0,115116.35,1
Afamefula,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0
Sorokina,774,France,Male,53,4,113709.28,1,1,1,153887.93,1
Okorie,595,Germany,Male,32,8,131081.66,2,1,1,69428.79,0
Hsia,543,France,Male,36,4,0.0,2,1,1,141210.5,0
Hall,638,France,Male,46,9,139859.54,1,1,0,38967.29,0
Shih,642,France,Female,40,7,0.0,2,1,0,10712.82,0
Gill,775,Germany,Female,38,6,179886.41,2,0,0,153122.58,0
Dale,752,France,Female,30,3,0.0,2,1,1,104991.28,0
Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0
Cremonesi,686,Spain,Male,39,10,136258.06,1,0,0,89199.51,0
Iweobiegbulam,574,France,Male,41,1,0.0,2,0,0,70550.0,0
Connolly,777,France,Male,23,6,0.0,2,1,1,163225.48,0
Bischof,705,Germany,Male,42,8,166685.92,2,1,1,55313.51,0
Vinogradova,598,Spain,Female,39,5,0.0,2,1,1,83103.46,0
Uspensky,655,France,Female,39,6,94631.26,2,1,1,148948.52,0
Macvitie,648,Spain,Male,32,8,0.0,1,1,0,133653.38,0
Wallace,720,Spain,Male,33,6,97188.62,1,0,0,91881.29,0
Avdeeva,732,France,Male,62,2,0.0,2,1,1,25438.87,0
Nweke,659,Spain,Female,42,2,0.0,1,0,0,162734.31,1
McMorran,513,Spain,Male,72,3,98903.06,1,1,1,81251.24,0
Yegorova,764,Germany,Female,39,9,138341.51,1,1,0,50072.94,1
Fenton,458,France,Female,39,9,0.0,2,1,0,116343.09,0
Miles,674,Germany,Male,43,8,85957.88,2,1,0,8757.39,0
Alexander,527,France,Male,47,1,0.0,1,1,0,21312.16,1
Benson,563,France,Female,34,6,139810.34,1,1,1,152417.79,0
Collins,698,France,Male,47,5,156265.31,2,0,0,1055.66,0
Chu,529,Spain,Male,35,5,95772.97,1,1,1,112781.5,0
Trevisani,662,Germany,Male,33,0,103471.52,1,1,1,162703.0,0
Summers,569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1
Nnonso,850,Germany,Female,70,1,96947.58,3,1,0,62282.99,1
Parsons,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0
Rhodes,668,Spain,Male,34,0,0.0,1,0,0,99984.86,0
Rowland,732,France,Female,36,9,0.0,1,0,0,3749.0,1
Kuo,572,Germany,Male,39,4,112290.22,1,1,0,49373.97,1
Chibueze,546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1
Norris,538,France,Male,31,1,0.0,2,1,0,1375.46,0
Lin,638,Germany,Male,42,8,145177.84,1,1,0,193471.74,1
Chijioke,618,France,Male,30,3,133844.22,1,1,1,31406.93,0
Chidiebele,501,France,Female,39,9,117301.66,1,0,0,182025.95,0
Lamb,646,France,Female,45,3,47134.75,1,1,1,57236.44,0
Levien,684,France,Female,43,7,0.0,2,1,0,131093.99,0
Gordon,517,France,Male,28,2,115062.61,1,1,0,179056.23,0
Lettiere,637,Spain,Male,37,8,0.0,1,1,1,186062.36,0
Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0
Akobundu,660,Germany,Male,30,1,84440.1,2,1,1,60485.98,0
Aitken,738,France,Female,26,3,0.0,2,1,0,67484.16,0
Noble,437,Germany,Male,35,6,126803.34,2,1,1,161133.4,0
Goliwe,515,France,Female,28,9,0.0,2,0,0,94141.75,0
Maccallum,715,France,Female,31,2,112212.14,2,1,1,181600.72,0
Han,667,France,Male,40,8,72945.29,2,1,0,98931.5,0
Maynard,712,France,Male,32,9,100606.02,1,1,0,165693.06,0
Chimaobim,681,Germany,Male,49,8,142946.18,1,0,0,187280.51,1
Nebechukwu,781,France,Female,27,7,186558.55,1,1,1,175071.29,1
Estrada,568,Spain,Male,27,5,126815.97,2,0,1,118648.12,0
Hunt,711,France,Female,41,3,145754.91,1,1,1,101455.07,0
Fabro,663,France,Male,46,3,0.0,2,0,1,176276.1,0
Lu,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1
Moore,797,France,Male,31,9,0.0,2,1,1,24748.89,0
Onyemauchechukwu,692,France,Female,28,8,95059.02,2,1,0,44420.18,0
Farber,634,Germany,Female,37,7,143258.85,2,1,0,192721.98,0
Matthews,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0
Nikitina,636,Germany,Male,49,6,113599.74,2,1,0,158887.09,1
Arcuri,577,Spain,Male,28,7,0.0,1,1,0,143274.41,0
Manna,728,Spain,Female,43,8,128412.61,1,0,1,139024.31,0
He,850,Germany,Female,30,8,154870.28,1,1,1,54191.38,0
Tretiakov,645,Germany,Female,31,1,128927.93,1,1,1,2850.01,0
Zhdanova,550,France,Male,22,6,154377.3,1,1,1,51721.52,0
Vasilyeva,535,Spain,Male,48,9,109472.47,1,1,0,157358.43,1
Kharlamova,740,Spain,Male,43,9,0.0,1,1,0,199290.68,1
Giordano,589,France,Female,37,6,138497.84,1,0,1,18988.58,0
Heath,785,France,Female,34,9,70302.48,1,1,1,68600.36,0
Zinachukwudi,603,France,Male,44,9,0.0,1,1,0,138328.24,0
Hung,697,France,Male,40,4,0.0,2,0,1,26543.28,0
Ho,660,France,Female,40,8,167181.01,1,1,1,185156.94,0
Angelo,515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0
Simpson,642,France,Male,25,7,0.0,2,1,0,102083.78,0
Black,719,Spain,Female,35,8,0.0,1,1,1,165162.4,0
K'ung,696,France,Male,42,4,0.0,1,0,0,126353.13,1
Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39,0
Leonard,610,France,Female,27,2,0.0,2,1,0,14546.76,0
Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0
Mazure,627,Spain,Male,49,4,111087.5,1,0,1,146680.25,0
Clapp,589,France,Female,50,4,0.0,2,0,1,182076.97,0
Manfrin,647,France,Male,41,4,138937.35,1,1,1,101617.64,1
Yen,599,Germany,Male,38,9,89111.63,1,0,0,157239.6,0
Vorobyova,757,France,Male,29,8,130306.49,1,1,0,77469.38,0
Okagbue,600,France,Female,41,1,0.0,2,1,1,91193.65,0
Nnaife,596,Spain,Male,67,6,0.0,2,1,1,138350.74,0
Wakelin,692,Spain,Female,29,4,0.0,2,0,0,138880.24,0
Lampungmeiua,545,Spain,Female,74,3,0.0,2,1,1,161326.73,0
Keane,687,France,Male,38,0,144450.58,1,0,1,137276.83,0
T'ang,731,France,Male,37,8,0.0,2,1,1,170338.35,0
Donaldson,672,France,Female,34,8,0.0,2,1,1,16245.25,0
Sturdee,637,France,Female,21,10,125712.2,1,0,0,175072.47,0
Somerville,486,Spain,Male,27,7,0.0,2,1,0,28823.04,0
Hayden,606,Spain,Female,46,8,0.0,2,1,1,183717.94,0
Trevisani,525,Germany,Female,47,1,118087.68,1,1,0,88120.78,1
Fleming,608,Germany,Female,48,2,127924.25,2,1,0,32202.61,0
Long,763,France,Female,23,2,0.0,2,1,0,153983.99,0
Streeton,670,Spain,Female,20,4,0.0,2,1,0,119759.24,0
Wang,653,France,Male,51,3,0.0,1,1,0,170426.65,1
Brock,564,France,Male,31,4,0.0,2,1,0,53520.03,0
Burns,585,France,Male,56,4,138227.19,2,1,1,55287.84,0
Steele,638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1
Chibugo,703,Spain,Male,58,4,92930.92,1,0,1,85148.78,0
Vasilyeva,664,France,Male,36,1,0.0,2,1,1,95372.64,0
Iroawuchi,651,France,Male,35,0,181821.96,2,0,1,36923.67,1
Cheng,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0
Wilsmore,782,France,Male,39,8,0.0,2,1,1,33949.67,0
Osonduagwuike,500,France,Female,34,6,0.0,1,1,1,140268.45,0
Briggs,739,Spain,Male,31,1,0.0,2,1,1,58469.75,0
Castiglione,708,Germany,Male,21,8,133974.36,2,1,0,50294.09,0
Iroawuchi,491,Spain,Female,61,8,0.0,2,0,1,139861.53,0
Cole,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0
Yao,632,Germany,Female,35,2,150561.03,2,0,0,64722.61,0
Giles,594,France,Female,53,4,0.0,1,1,0,5408.74,1
Rhodes,692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0
Bennett,710,France,Male,33,10,118327.17,2,1,1,192928.82,0
Cameron,752,France,Female,53,8,114233.18,1,1,1,51587.04,0
T'ang,632,France,Female,27,3,107375.82,1,1,1,62703.38,0
Maclean,631,France,Male,33,7,0.0,1,1,1,58043.02,1
Sun,651,Germany,Male,41,1,90218.11,1,1,0,174337.68,0
Tucker,644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0
Eberegbulam,781,France,Female,42,3,156555.54,1,1,1,175674.01,0
